ID,书名,密码,百度盘,城通,天翼
10715,《唐宋词格律》,z8s9;,http://pan.baidu.com/s/1jIRvYEq#z8s9,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499342765326&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=1130321670607048&token=cloud3&sig=tYMk5NPOhHeTo0YxILl4q12SQAc%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499342765290&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=7130311373029379&token=cloud4&sig=cZ6OpFVSuWedMMqqX5DxoCcdPSg%3D#
13877,《出梁庄记》,whjd;,http://pan.baidu.com/s/1c19fjUC#whjd,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500631272282&sk=24578ED11A6242943B095C80BF002EEF&ufi=8149021542327525&token=cloud14&sig=Jni8TTNSsGMJctqDzy5zukPhdVo%3D,https://page71.ctfile.com/dir/11851471-22946769-6a92d6/#
16611,《眼前春色梦中人：林语堂平心论红楼》,gpxp;3646,http://pan.baidu.com/s/1skZLOAD#gpxp,https://page71.ctfile.com/dir/11851471-23589844-b55248/,http://cloud.189.cn/t/EJvQZbAF36zm#3646
15408,《藏地孤旅》,8ydr;,http://pan.baidu.com/s/1c2thQHq#8ydr,https://page71.ctfile.com/dir/11851471-22945557-9f2367/,#
10196,《中国人的美国梦》,8y8k;,http://pan.baidu.com/s/1bpMjK0f#8y8k,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498451095413&sk=24578ED11A6242943B095C80BF002EEF&ufi=5135921349058129&token=cloud14&sig=txxoWbhyyYYBxFmbzSNpQOJ1ayo%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498451095398&sk=6065D28083473231C78F3884E226D7DC&ufi=3135951345289477&token=cloud16&sig=Bld69f3jYniNCzV9AJmkiQCYaxA%3D#
9623,《科场现形记》,s0go;1227,http://pan.baidu.com/s/1pKR9Tf9#s0go,http://download.cloud.189.cn/file/downloadFile.action?dt=51&expired=1491645751416&sk=ba928976-ba7b-4b7f-a1d6-6a89391ec2ca_app&ufi=5152621320323277&token=cloud3&sig=aIMQWIUfVWnd2Zzkwq52%2FZ62J5I%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=51&expired=1491645751407&sk=ba928976-ba7b-4b7f-a1d6-6a89391ec2ca_app&ufi=5152611320265341&token=cloud3&sig=Vr%2FtErFmFotBUgaPvXWj5mJsGg0%3D#1227
10919,《大美人生:朱光潜随笔》,pv0t;,http://pan.baidu.com/s/1skEa65Z#pv0t,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499861278979&sk=24578ED11A6242943B095C80BF002EEF&ufi=7152951382749785&token=cloud14&sig=ZyeIeALXNptZYmAKZ4QT4r2NmTI%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499861278994&sk=98A6737B325C52C84D55218BF66D57AA&ufi=7152951382749706&token=cloud15&sig=1MyMtt5Z1x3%2FmNbxVAY0x9kpgxw%3D#
11303,《香港史》,mr8e;,http://pan.baidu.com/s/1qXCH0le#mr8e,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499020866883&sk=98A6737B325C52C84D55218BF66D57AA&ufi=1149821705576816&token=cloud15&sig=Er9mahq6uqgMCd9V8JdED9VfYZI%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499020866825&sk=98A6737B325C52C84D55218BF66D57AA&ufi=7139951408080481&token=cloud15&sig=cJhzjnr9riHtdgbFEnx1hZFE0b4%3D#
10350,《移动迷宫（全3册）》,l5oc;,http://pan.baidu.com/s/1qYJHA3M#l5oc,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498290189141&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=7139421352325528&token=cloud4&sig=IejiGGNzNvy20n2Wt5yqXvxLS7o%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498290189130&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=5149121356649091&token=cloud3&sig=aeGrBXPEoan43kYXSuE28SfuoHI%3D#
12386,《暴风雨之剑》,acsc;,http://pan.baidu.com/s/1mikGQCC#acsc,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500383515735&sk=6065D28083473231C78F3884E226D7DC&ufi=9149021458007096&token=cloud16&sig=NZn%2B1tK2j0VuzZJ1j8bQT%2Bx2vN8%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500383515729&sk=24578ED11A6242943B095C80BF002EEF&ufi=7154321459419852&token=cloud14&sig=J%2FshBKWDjk4hypUMcCKyxj3wxpg%3D#
15252,《凌天传说（精制多看版）》,tj8e;,http://pan.baidu.com/s/1boJXTiJ#tj8e,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500266861674&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=5132351599867170&token=cloud3&sig=e4q22idcaQgOCxnIH1zL7UhYq2A%3D,https://page71.ctfile.com/dir/11851471-22948137-2a17ab/#
13045,《家园志》,uzag;,http://pan.baidu.com/s/1i5dwiA5#uzag,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499016079245&sk=24578ED11A6242943B095C80BF002EEF&ufi=5149021498550303&token=cloud14&sig=PtaSWZJ3%2BUGMUFvKZ0b7j1hmEE0%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499016079238&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=3154321492070966&token=cloud4&sig=9fNDHswQKOXsi9yyuIahInbs6Tk%3D#
13275,《奇来后书》,7s0a;,http://pan.baidu.com/s/1bozDfyv#7s0a,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499473065770&sk=98A6737B325C52C84D55218BF66D57AA&ufi=5149721515463285&token=cloud15&sig=orjwsN%2BUabm41NkG1rfj4CtFD5Q%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499473065758&sk=6065D28083473231C78F3884E226D7DC&ufi=5149721515463292&token=cloud16&sig=Yp0lrwXcHrkLdpOIAFULsVVLpLE%3D#
12776,《副本》,4ftu;,http://pan.baidu.com/s/1dEBJKEt#4ftu,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498561929434&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=7149021483749170&token=cloud3&sig=s%2BUYmsZ%2BnjXBJEmHBQOhF5re2TU%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498561929426&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=8147111487890754&token=cloud4&sig=AqGjsylclaNG1fmP3huzvbEzHGI%3D#
13393,《危险关系》,tmhx;,http://pan.baidu.com/s/1geFekfD#tmhx,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499677102322&sk=24578ED11A6242943B095C80BF002EEF&ufi=8147111519932852&token=cloud14&sig=QtCqaOTgVlYIWBkP9u46lfN5gJ4%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499677102306&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=9149121513738882&token=cloud3&sig=IKc5051tswRWjanpFhvJbDJh2Fw%3D#
11758,《江山》,itga;,http://pan.baidu.com/s/1nvQFsIP#itga,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499197971334&sk=6065D28083473231C78F3884E226D7DC&ufi=7149021425314617&token=cloud16&sig=r0M3rMozm93YZcc70VyHL%2Beb3%2BI%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499197971312&sk=24578ED11A6242943B095C80BF002EEF&ufi=1149021723264516&token=cloud14&sig=IpwbkIPUD1q6RY0ZIJdux0%2Flra0%3D#
10644,《艾丽丝•门罗作品集(套装共7册)》,mg7d;,http://pan.baidu.com/s/1kVbSVVT#mg7d,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499087720204&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=4149021364129258&token=cloud4&sig=afdfJsIkatpTPWJYbg55tyIh6j0%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499087720183&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=5149821372677950&token=cloud3&sig=F%2BKOHbAJfR8yaVNbwSrYFiBnpBg%3D#
13427,《一个女孩的镜像世界》,ksf3;,http://pan.baidu.com/s/1boFmrCV#ksf3,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499686603376&sk=6065D28083473231C78F3884E226D7DC&ufi=3152221514104123&token=cloud16&sig=40feSLD3SzszlZ%2FoXNd5dqDekTA%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499686603367&sk=6065D28083473231C78F3884E226D7DC&ufi=8149121520247291&token=cloud16&sig=5w3wQqCXASRlBqaDmNFtV5UmvF0%3D#
15670,《孤儿列车》,vuh4;8428,http://pan.baidu.com/s/1mhDApSW#vuh4,https://page71.ctfile.com/dir/11851471-22989324-748a56/,http://cloud.189.cn/t/IvI3yiEvaeuu#8428
16495,《神雕侠侣（精校精制，三联插图本）》,8ck2;9820,http://pan.baidu.com/s/1nvkJnYD#8ck2,https://page71.ctfile.com/dir/11851471-23522274-a09101/,http://cloud.189.cn/t/NjIfmeBzyQRv#9820
10772,《逆流》,cs8v;,http://pan.baidu.com/s/1gfMc77t#cs8v,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499344031764&sk=24578ED11A6242943B095C80BF002EEF&ufi=6139921356246308&token=cloud14&sig=ZefhUmRSvybHM%2B%2FxjmUmfkaXgSE%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499344031749&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=6139921356246319&token=cloud4&sig=DDA%2BIN6xMWR355LTzfJbt9Jv%2FKI%3D#
16723,《雪山飞狐（精校精制，三联插图本）》,iqz4;1944,http://pan.baidu.com/s/1hr4qrbQ#iqz4,https://page71.ctfile.com/dir/11851471-23665362-989fbd/,http://cloud.189.cn/t/MNziqmQZjAni#1944
15728,《我是谁:意象对话解读自我》,2j83;9959,http://pan.baidu.com/s/1nuB6yxj#2j83,https://page71.ctfile.com/dir/11851471-23027978-dc8b1d/,http://cloud.189.cn/t/VvUNriZZJVf2#9959
10766,《约翰·格里森姆经典悬念小说合集》,lz8u;,http://pan.baidu.com/s/1dETXHmx#lz8u,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499344436096&sk=24578ED11A6242943B095C80BF002EEF&ufi=6138421354434312&token=cloud14&sig=YGZy56sejrIFsaIn6mV8JZzSPJY%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499344436081&sk=24578ED11A6242943B095C80BF002EEF&ufi=6138421354434500&token=cloud14&sig=4pGN7O61mbn%2BHgaPN4CR33RyCyc%3D#
13302,《荆棘双翼》,usy5;,http://pan.baidu.com/s/1dFKOctb#usy5,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499492658915&sk=6065D28083473231C78F3884E226D7DC&ufi=5149121516064872&token=cloud16&sig=dGLcqLUd4MWibiCx7Yr3c3dNkKg%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499492658905&sk=98A6737B325C52C84D55218BF66D57AA&ufi=9152721509356454&token=cloud15&sig=msNUJPLNAFmxhj2Xoz6uEA5MqNM%3D#
13284,《1943黄金大争战》,v5kb;,http://pan.baidu.com/s/1qYAsmdQ#v5kb,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499485336349&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=9139951509099839&token=cloud3&sig=TDHOqlcbORU%2B%2F8tpxhgKIHRen6U%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499485335896&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=9139951509099852&token=cloud4&sig=fyCIqsxgJkmufWJwgHyNN0AVsV0%3D#
16224,《美铁之战02：第一家族（First Family）》,jeyl;9084,http://pan.baidu.com/s/1qXPEdjA#jeyl,https://page71.ctfile.com/dir/11851471-23384862-1b454d/,http://cloud.189.cn/t/7Vzyqi7rMz2q#9084
13462,《哈珀·李作品集（套装共2册）》,23jm;,http://pan.baidu.com/s/1cu5O5K#23jm,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499779103672&sk=6065D28083473231C78F3884E226D7DC&ufi=9130921516825831&token=cloud16&sig=aETH4DM7rXU2%2B8ZlqRibBgyqFNo%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499779103665&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=9130921516825838&token=cloud3&sig=4BMh%2BmiAHdCuZ7HYkrs062MF7bc%3D#
17497,《私人生活的变革》,97mi;0766,http://pan.baidu.com/s/1eSOU8b4#97mi,https://page71.ctfile.com/dir/11851471-24011919-2040a7/,http://cloud.189.cn/t/zumEJfIJvMzy#0766
10597,《科学元典套装（四）（套装共五册）》,2b0z;,http://pan.baidu.com/s/1qXP7vAW#2b0z,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499088292063&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=5132321370131595&token=cloud4&sig=xHUayYQGzXvCn8BcsEkwIpw8H4g%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499088292055&sk=24578ED11A6242943B095C80BF002EEF&ufi=5132321370131594&token=cloud14&sig=95jr%2FCqi%2B2vUzwD8pDwM2eoh2E0%3D#
13359,《这个世界会好的：梁漱溟国命四书》,gbhw;,http://pan.baidu.com/s/1boHUfCF#gbhw,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499611729029&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=5149021518929477&token=cloud4&sig=RMk6PuHUdvdWNZMc3UEyFSEc4Bg%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499611729025&sk=6065D28083473231C78F3884E226D7DC&ufi=4152721509415461&token=cloud16&sig=lKnFxXxoozOCYm3sKWb%2FiQOSHI8%3D#
16217,《伟大的博物馆:佛罗伦萨皮蒂宫》,ie6m;5912,http://pan.baidu.com/s/1pKAhcUn#ie6m,https://page71.ctfile.com/dir/11851471-23384835-76e130/,http://cloud.189.cn/t/FrMFjmqeEJVr#5912
16794,《还珠楼主作品大合集（套装共45部）》,9pjo;5580,http://pan.baidu.com/s/1gfd4ssN#9pjo,https://page71.ctfile.com/dir/11851471-23706954-0e9640/,http://cloud.189.cn/t/ruaIzqzaqAjy#5580
13441,《行走在非洲丛林》,ma3l;,http://pan.baidu.com/s/1skIN7yP#ma3l,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499767509735&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=2138451520072785&token=cloud3&sig=G2XYksCtif01HUkcpbrS2r71bWk%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499767509728&sk=98A6737B325C52C84D55218BF66D57AA&ufi=8138421522337901&token=cloud15&sig=1VV8TCKBdppvXj2CGH9abn9AAFU%3D#
11223,《重返狼群》,bviu;,http://pan.baidu.com/s/1pL2QhHx#bviu,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499020018862&sk=24578ED11A6242943B095C80BF002EEF&ufi=2135021404556154&token=cloud14&sig=r28pe0TdHLQAtwybnSgz3pxwGWw%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499020018854&sk=24578ED11A6242943B095C80BF002EEF&ufi=4135051401777040&token=cloud14&sig=uryZ8scgq7mfE1q8Hq7i7GQcAEE%3D#
12993,《爱读书的孩子，不会变坏》,ayq2;,http://pan.baidu.com/s/1b60wwQ#ayq2,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498910800638&sk=98A6737B325C52C84D55218BF66D57AA&ufi=7154321491209273&token=cloud15&sig=X0XSJVD46HkmR2n%2FKkdvpsmDMuk%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498910800625&sk=98A6737B325C52C84D55218BF66D57AA&ufi=2147111492806569&token=cloud15&sig=QZko7uZHNZal%2B8nkQMqIVJYrcxw%3D#
16775,《漫长的假期》,m3ye;5346,http://pan.baidu.com/s/1nvQbgfR#m3ye,https://page71.ctfile.com/dir/11851471-23706813-a8c8b9/,http://cloud.189.cn/t/3iaUje6FV7Vf#5346
10885,《软埋》,3zcn;,http://pan.baidu.com/s/1pKF03ph#3zcn,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499861633149&sk=6065D28083473231C78F3884E226D7DC&ufi=4135021375952913&token=cloud16&sig=d0sJaLJgNewsD0TTzYCqA0v8Mhw%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499861633132&sk=24578ED11A6242943B095C80BF002EEF&ufi=1149821678784705&token=cloud14&sig=7ZOM9w7YOZT7gna2jArQ%2Be0FKow%3D#
11555,《阿勒泰的角落》,5uup;,http://pan.baidu.com/s/1gfcI32V#5uup,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499195913356&sk=98A6737B325C52C84D55218BF66D57AA&ufi=4154321415701931&token=cloud15&sig=MFtWibweNlQHDuIc%2FocUGEUdzgo%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499195913349&sk=6065D28083473231C78F3884E226D7DC&ufi=6147111400901557&token=cloud16&sig=9I609BOWvRm1rl0AqpKXir0a%2FHk%3D#
9388,《杀人游戏之皮下注射》,b4to;5513,http://pan.baidu.com/s/1dEM4rS1#b4to,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_22A16F2BE2270AEAA3259F11877A46B9A3425E205E5DFA55E811FC29995B4A4CC8E22D753E9EAA96CBF1EFEDE9116B3BF9FCD34166E3D85E5C30A10437449757067497A6AEF84EB97D860C2F7968F4E071778D5954655D739882F86F75906981CA9618BCE14658EA183107035BF07D1DE30F518B0F3194B984CCFBBDF63B2F736D74491D,http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_A53B17A55C29FCA5ECE837366D0CAFCA8546260E212EEE651C4662F41AD291D3BE700C41E5EEB76A213957943B684BD07FE82D06D0DA55BB62DAB069B824E76EBBB97C6B788412EF05A011DC10859D7B4DE2BA0C5A7C40EF0209E729DAEA911A90D033B9488351F3CAB5BFF0B7D35DD568077D4B8E963E3CC7B93DB9E930838086753108#5513
11427,《凤囚凰（五周年典藏版）》,rx8j;,http://pan.baidu.com/s/1dEDeaxr#rx8j,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499124590450&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=4147111410785967&token=cloud3&sig=7a6oaGIeVEoTajhq4nMQP2lLtIU%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499124590441&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=4147111410785988&token=cloud3&sig=jkbxIs6HwRyS1%2FBvY4z0RIq8frs%3D#
11453,《中华帝国的衰落》,52rx;,http://pan.baidu.com/s/1c1RZj48#52rx,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499124770758&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=2149121414846832&token=cloud3&sig=Vlric%2F9AH8z1sQyFotqvpfEQKME%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499124770753&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=9149021412731856&token=cloud3&sig=EuDNHv6%2FjJ%2B5t1GmXUFo10JK6WI%3D#
17493,《如果没有今天，明天会不会有昨天？》,ljag;3764,http://pan.baidu.com/s/1kUAqZuJ#ljag,https://page71.ctfile.com/dir/11851471-24011865-375296/,http://cloud.189.cn/t/UnUjYvjI7RVv#3764
11371,《督军》,t89l;,http://pan.baidu.com/s/1cnHQTC#t89l,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499123818139&sk=24578ED11A6242943B095C80BF002EEF&ufi=2152611411041080&token=cloud14&sig=D5DehOAu3nPKh00ANSiRYUfHsl4%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499123818130&sk=24578ED11A6242943B095C80BF002EEF&ufi=9133921408834590&token=cloud14&sig=QoQtbgvR3r3UEoV4u3ZZr2gvHkU%3D#
11052,《喇嘛王国的覆灭》,84nj;,http://pan.baidu.com/s/1mibR4RA#84nj,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500267793630&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=7135921390814971&token=cloud3&sig=AyKTTjRyqeOiE%2FyDPKY1oYyqy4A%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500267793616&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=3149021390341775&token=cloud3&sig=7bMvbtBMQkO8gX6AAXYfAlswEr4%3D#
13665,《中国人的气质》,7e9i;,http://pan.baidu.com/s/1cALgVs#7e9i,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500193149771&sk=24578ED11A6242943B095C80BF002EEF&ufi=1149021824400556&token=cloud14&sig=T%2FWPzqED%2FBb2eGPUkPph1ygPGME%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500193149757&sk=6065D28083473231C78F3884E226D7DC&ufi=9147111526464687&token=cloud16&sig=e2vZLfx%2BwWgchUBmk4qUwKdA%2Ft4%3D#
12242,《张居正（中亚，全4册）》,u1mn;,http://pan.baidu.com/s/1sl0L1Cx#u1mn,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500124224613&sk=98A6737B325C52C84D55218BF66D57AA&ufi=9154321448507279&token=cloud15&sig=QF1ZPfF%2Bu2ymCCqBUNf%2B1tM1pB0%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500124224605&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=1149121748528698&token=cloud4&sig=0nqHk9vobaF7yxFlvQ21nCp2xa4%3D#
17304,《天才的回声： 经济学大师与他们塑造的世界》,jmcq;0239,http://pan.baidu.com/s/1skAeyU5#jmcq,https://page71.ctfile.com/dir/11851471-23918190-13e646/,http://cloud.189.cn/t/nI77JvJBBVRv#0239
9921,《燃烧的法庭》,gf00;,http://pan.baidu.com/s/1kVhX1x9#gf00,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498743191949&sk=98A6737B325C52C84D55218BF66D57AA&ufi=5152751335020566&token=cloud15&sig=3Qeo9nxMjz%2B1J71f3G7WnknVJ0o%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498743191941&sk=6065D28083473231C78F3884E226D7DC&ufi=5152751335020676&token=cloud16&sig=XpK4pcP43oRxMTReB%2FfLf6SPqoI%3D#
13309,《域外聊斋书系（套装共9册）》,9d1x;,http://pan.baidu.com/s/1o7H7D02#9d1x,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499591158196&sk=24578ED11A6242943B095C80BF002EEF&ufi=9139951511733912&token=cloud14&sig=%2BABWoKTtAMjzmZdVVJvMTkxV1v0%3D,http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499591158186&sk=24578ED11A6242943B095C80BF002EEF&ufi=7152611512763083&token=cloud14&sig=xQqjynU15Kr9yoHRVMSpX%2FuPsFU%3D#
16885,《罗马史（全译本）》,dcbm;8965,http://pan.baidu.com/s/1mhEXFs8#dcbm,https://page71.ctfile.com/dir/11851471-23766429-77e27c/,http://cloud.189.cn/t/YveEzqn6vAJv#8965
